code	name	city	country	latlng	yaid
	Ванкарем	Ванкарем	ru	67.839777841,-175.842219326	9800963
	Залив Креста	Эгвекинот	ru	66.3273787619,-179.131612085	9799098
	Илирней	Илирней	ru	67.2496225472,167.949244563	9800985
	Инчоун	Инчоун	ru	66.2939102048,-170.270588303	9800965
	Канчалан	Канчалан	ru	65.1802313117,176.763365377	9800960
KPW	Кепервеем	Кепервеем	ru	67.8468592487,166.135307813	9623787
	Конергино	Конергино	ru	65.9027421297,-178.847858203	9800984
	Краснено	Краснено	ru	64.6286878063,174.780619709	9800961
	Лаврентия	Лаврентия	ru	65.5827607388,-171.001008035	9799100
	Ламутское	Ламутское	ru	65.5383773208,168.847095921	9800974
	Марково	Марково	ru	64.6743796218,170.407511018	9655204
	Мейныпильгыно	Мейныпильгыно	ru	62.54013908,177.056954461	9800981
	Мыс Шмидта	Мыс Шмидта	ru	68.8737666294,-179.385103284	9800971
	Нешкан	Нешкан	ru	67.0378267111,-172.967060983	9800967
	Нунлигран	Нунлигран	ru	64.7916405985,-175.378068872	9800969
	Омолон	Омолон	ru	65.2390602936,160.544164472	9623788
	Островное	Островное	ru	68.1103058057,164.15216886	9800977
PWE	Певек	Певек	ru	69.783333,170.596944	9623797
PVS	Провидения	Провидения	ru	64.366667,173.233333	9630258
	Сиреники	Сиреники	ru	64.4060777586,-173.939711698	9800968
	Снежное	Снежное	ru	65.4503486552,172.986148965	9800959
DYR	Угольный	Анадырь	ru	64.735,177.741389	9623830
	Усть-Белая	Усть-Белая	ru	65.502311671,173.270283787	9800958
	Уэлен	Уэлен	ru	66.1570572216,-169.798898486	9800964
	Уэлькаль	Уэлькаль	ru	65.5087321053,-179.308199028	9800983
	Хатырка	Хатырка	ru	62.061667,175.289444	9800982
	Чуванское	Чуванское	ru	65.1711018349,167.953416935	9800973
	Энмелен	Энмелен	ru	65.0090817881,-175.80761137	9800970
	Энурмино	Энурмино	ru	66.9558221976,-171.880628698	9800966
	Янракыннот	Янракыннот	ru	64.913333,-172.508611	9800979
CIT	Шымкент	Шымкент	kz	42.364167,69.478889	9627794
KOV	Кокшетау	Кокшетау	kz	53.329167,69.594722	9625541
DMB	Тараз	Тараз	kz	42.853611,71.303611	9631733
IFO	Ивано-Франковск	Ивано-Франковск	ua	48.884167,24.686111	9623555
LWO	Львов	Львов	ua	49.8162879642,23.9547448609	9623631
GNA	Гродно	Гродно	by	53.666667,23.8	9623903
DZN	Жезказган	Жезказган	kz	47.71,67.740278	9631734
KGF	Сары-Арка	Караганды	kz	49.670833,73.334444	9623799
PPK	Петропавловск	Петропавловск	kz	54.774444,69.183889	9630192
GME	Гомель	Гомель	by	52.526944,31.016667	9623657
URA	Уральск	Уральск	kz	51.150833,51.543056	9623655
PWQ	Павлодар	Павлодар	kz	52.195,77.073889	9623892
NCU	Нукус	Нукус	uz	42.486667,59.622778	9623643
TMJ	Термез	Термез	uz	37.286667,67.31	9623645
ADA	Адана	Адана	tr	36.982222,35.280278	9628009
KSQ	Карши	Карши	uz	38.801944,65.774722	9623646
BGG	Бингёль	Бингёль	tr	38.8613941626,40.5925597489	9629754
VAN	Ван	Ван	tr	38.468333,43.332222	9626343
DIY	Диярбакыр	Диярбакыр	tr	37.893889,40.201111	9630778
ADF	Адыяман	Адыяман	tr	37.731389,38.468889	9628013
ASR	Кайсери	Кайсери	tr	38.770278,35.495556	9631159
EDO	Эдремит-Корфез	Эдремит	tr	39.554722,27.013889	9624633
KCM	Кахраманмараш	Кахраманмараш	tr	37.538889,36.953333	9631111
AJI	Агры	Агры	tr	39.654444,43.027222	9628024
GZT	Газиантеп	Газиантеп	tr	36.947222,37.478611	9630912
MZH	Мерзифон	Мерзифон	tr	40.833333,35.516667	9629943
VAS	Сивас	Сивас	tr	39.813889,36.903611	9627831
YEI	Енишехир	Бурса	tr	40.255278,29.5625	9628329
KZR	Зафер	Кютахья	tr	39.1132750414,30.1273199989	9821193
DNZ	Чардак	Денизли	tr	37.785556,29.701389	9630765
BJV	Милас	Милас	tr	37.250556,27.664444	9600415
KFS	Кастамону	Кастамону	tr	41.305556,33.791111	9631516
ISE	Ыспарта	Ыспарта	tr	37.855556,30.368333	9628722
NMA	Наманган	Наманган	uz	40.984444,71.556667	9623544
AOE	Эскишехир	Эскишехир	tr	39.801944,30.525	9631392
TZX	Трабзон	Трабзон	tr	40.995,39.789722	9630625
MQM	Мардин	Мардин	tr	37.223333,40.631667	9628945
SZF	Чаршамба	Чаршамба	tr	41.2544444444,36.5672222222	9802463
TEQ	Текирдаг	Чорлу	tr	41.1266666667,27.9058333333	9758811
AZN	Андижан	Андижан	uz	40.727778,72.293889	9623642
BAL	Батман	Батман	tr	37.928889,41.116667	9628087
NVI	Навои	Навои	uz	40.116389,65.165833	9626890
CKZ	Чанаккале	Чанаккале	tr	40.137778,26.426667	9628388
IGD	Ыгдыр	Ыгдыр	tr	39.9191666667,44.0655555556	9756055
ERZ	Эрзурум	Эрзурум	tr	39.956389,41.170278	9624713
KSY	Карс	Карс	tr	40.562222,43.115	9625414
KYA	Конья	Конья	tr	37.978889,32.561944	9631207
NAV	Невшехир	Невшехир	tr	38.771944,34.534444	9629020
HTY	Хатай	Антакья	tr	36.575,36.159722	9634902
NKT	Ширнак	Ширнак	tr	37.3597589803,42.0714593497	9821667
KCO	Коджаэли	Измит	tr	40.733333,30.083333	9631197
ERC	Эрзинджан	Эрзинджан	tr	39.710278,39.526944	9624712
MLX	Малатия	Малатья	tr	38.435278,38.091111	9625909
MSR	Муш	Муш	tr	38.747778,41.661111	9630022
NOP	Синоп	Синоп	tr	42.0166666667,35.15	9756056
GNY	Шанлыурфа	Шанлыурфа	tr	37.094444,38.846944	9627653
EZS	Элязыг	Элязыг	tr	38.606944,39.291389	9624667
MNL	Ниной Акино	Манила	ph	14.508611,121.019444	9629879
BKK	Суварнабхуми	Бангкок	th	13.914444,100.605556	9623549
ICN	Инчеон	Сеул	kr	37.469167,126.450556	9600406
HKG	Гонконг (международный)	Гонконг	cn	22.3088888889,113.914722222	9635451
HRB	Харбин	Харбин	cn	45.623333,126.250278	9623658
GOI	Даболим	Гоа	in	15.380833,73.831389	9624933
PEK	Пекин	Пекин	cn	40.08,116.584444	9600416
DYU	Душанбе	Душанбе	tj	38.543333,68.825	9623534
TLV	Бен Гурион	Тель-Авив	il	32.011389,34.886667	9600442
HKT	Пхукет	Пхукет	th	8.1132,98.316872	9623774
CAN	Байюн	Гуанчжоу	cn	23.3925,113.298889	9628644
LHR	Хитроу	Лондон	gb	51.4775,-0.461389	9600378
WAW	им.Ф.Шопена	Варшава	pl	52.165833,20.967222	9623541
DXB	Дубай	Дубай	ae	25.1676545949,55.3212106534	9623597
FCO	Фьюмичино	Рим	it	41.800278,12.238889	9600408
MXP	Мальпенса	Милан	it	45.63,8.723056	9600439
HEL	Вантаа	Хельсинки	fi	60.3145105941,24.9704699527	9623559
KLV	Карловы Вары	Карловы Вары	cz	50.203056,12.915	9623593
PRG	Имени Вацлава Гавела	Прага	cz	50.1077431273,14.2464449729	9623536
SXF	Шенефельд	Берлин	de	52.378611,13.520556	9600373
CDG	Шарль Де-Голль	Париж	fr	49.009722,2.547778	9600413
GVA	Женева	Женева	ch	46.2344953764,6.10507643502	9623586
VIE	Швехат	Вена	at	48.110278,16.578056	9600430
FRA	Франкфурт-на-Майне	Франкфурт-на-Майне	de	50.0264,8.54313	9600428
BCN	Барселона	Барселона	es	41.296944,2.078333	9623589
PFO	Пафос	Пафос	cy	34.718056,32.485833	9600402
KUT	Кутаиси	Кутаиси	ge	42.176944,42.482778	9632118
TSF	Тревизо	Тревизо	it	45.650833,12.197778	9626361
LGW	Гатвик	Лондон	gb	51.148056,-0.190278	9600411
GYD	им.Гейдара Алиева	Баку	az	40.4675,50.046667	9600387
HAM	Гамбург	Гамбург	de	53.630278,9.988333	9600427
MUC	им.Франца Йозефа Штрауса	Мюнхен	de	48.353889,11.786111	9600426
DAM	Дамаск	Дамаск	sy	33.410556,36.514167	9623596
SHJ	Шарджа	Шарджа	ae	25.328611,55.517222	9623802
DEL	им. Индиры Ганди	Дели	in	28.5681692308,77.2037667326	9623598
TXL	Тегель	Берлин	de	52.559722,13.287778	9600409
ULN	Улан-Батор	Улан-Батор	mn	47.91666666,106.86666666	9623798
DUS	Дюссельдорф	Дюссельдорф	de	51.280833,6.757222	9623557
VCE	Марко Поло	Венеция	it	45.505278,12.351944	9600452
BUD	Ферихед	Будапешт	hu	47.436944,19.255556	9600414
ARN	Арланда	Стокгольм	se	59.651944,17.918611	9600389
CAI	Каир	Каир	eg	30.121944,31.405556	9623698
SGN	Хошимин	Хошимин	vn	10.818889,106.651944	9631008
BEY	Бейрут	Бейрут	lb	33.820833,35.488333	9623595
MRS	Марсель	Марсель	fr	43.436667,5.215	9629900
AMS	Скипхол	Амстердам	nl	52.308056,4.764167	9623582
BEG	Белград	Белград	rs	44.818333,20.309167	9623578
BRU	Брюссель	Брюссель	be	50.901389,4.484444	9623583
DWC	Аль-Мактум	Дубай	ae	24.9180555556,55.1752777778	9656689
VLC	Валенсия	Валенсия	es	39.489444,-0.481667	9635167
TIV	Тиват	Тиват	me	42.404664,18.723286	9623795
KVD	Гянджа	Гянджа	az	40.735,46.3175	9623552
TBS	Тбилиси	Тбилиси	ge	41.669167,44.954722	9623542
ASB	им.Сапармурата Туркменбаши	Ашхабад	tm	37.986944,58.360833	9631768
ATH	Элефтериос Веницелос	Афины	gr	37.936389,23.944444	9600431
RMI	Римини	Римини	it	44.019444,12.609444	9624026
ALC	Аликанте	Аликанте	es	38.282222,-0.558056	9623781
LBD	Худжанд	Худжанд	tj	40.2153505871,69.6996271247	9623565
VDA	Овда	Овда	il	29.940278,34.935833	9627105
URC	Урумчи	Урумчи	cn	43.907222,87.474167	9623665
AUH	Абу-Даби	Абу-Даби	ae	24.433056,54.651111	9624402
SPN	Сайпан Интернэшинл	Сайпан	mp	15.118889,145.729444	9629225
NRT	Нарита	Токио	jp	35.7647,140.386	9600455
DAR	Дар-эс-Салам	Дар-эс-Салам	tz	-6.878056,39.2025	9624509
SOF	София	София	bg	42.6891253972,23.4071138974	9623579
BOM	Мумбаи	Мумбаи	in	19.088611,72.868056	9623600
ZRH	Цюрих	Цюрих	ch	47.4546896772,8.56525657102	9623585
ISB	Исламабад	Исламабад	pk	33.616667,73.099167	9634163
AMM	Квин Алия	Амман	jo	31.7225,35.993333	9600423
KWI	Кувейт	Эль-Кувейт	kw	29.226667,47.968889	9631552
JED	Джидда	Джидда	sa	21.679564,39.156536	9623900
KHI	Хаид-Эль-Азам	Карачи	pk	24.906667,67.160833	9625402
RUH	Кинг Халид	Эр-Рияд	sa	24.957778,46.698889	9630318
MHD	Мешхед	Машад	ir	36.234167,59.645	9624153
OTP	Отопени	Бухарест	ro	44.572222,26.102222	9600438
KTM	Катманду	Катманду	np	27.696667,85.359167	9631152
SYZ	Шираз	Шираз	ir	29.540278,52.588611	9630443
SKP	Скопье	Скопье	mk	41.961667,21.621389	9623701
DMM	Кинг Фахд		sa	26.471111,49.797778	9624502
PRN	Приштина	Приштина	rs	42.572778,21.035833	9623703
ECN	Эрджан	Никосия	cy	35.15,33.483333	9631390
MAD	Барахас	Мадрид	es	40.493611,-3.566667	9623590
LTN	Лутон	Лондон	gb	51.874722,-0.368333	9625784
MED	Медина	Медина	sa	24.553333,39.705	9625881
NBO	Джомо Кеньятта	Найроби	ke	-1.319167,36.927778	9626842
IKA	имени Имама Хомейни	Тегеран	ir	35.4161,51.1522	9600447
IFN	Исфахан	Исфахан	ir	32.75,51.633333	9625245
CPH	Копенгаген Аэропорт	Копенгаген	dk	55.60251,12.622129	9600450
SAH	Сана	Сана	ye	15.476389,44.219722	9632316
ADE	Аден	Аден	ye	12.829444,45.028889	9631858
BSL	Мюлуз-Фрайбург	Базель	ch	47.5844163715,7.55272049853	9600433
DOH	Доха	Доха	qa	25.261111,51.565	9624025
AGP	Малага	Малага	es	36.675,-4.499167	9623588
KRT	Хартум	Хартум	sd	15.589444,32.553056	9631172
TUN	Карфаген	Тунис	tn	36.851111,10.227222	9626280
ALG	Хуари Бумедьен	Алжир	dz	36.691111,3.215278	9626780
TLS	Бланьяк	Тулуза	fr	43.635,1.367778	9626238
LIS	Лиссабон	Лиссабон	pt	38.774167,-9.134167	9623730
EZE	Министро Пистарини	Буэнос-Айрес	ar	-34.822222,-58.535833	9628307
GRU	Гуарульос	Сан-Паулу	br	-23.432075,-46.469511	9627695
CGN	Кельн-Бонн	Кельн	de	50.865833,7.142778	9600405
SCQ	Сантьяго де Компостела	Сантьяго-де-Компостела	es	42.896389,-8.415278	9627681
BIO	Бильбао	Бильбао	es	43.301111,-2.910556	9623711
NUE	Нюрнберг	Нюрнберг	de	49.4980974026,11.0716550284	9623606
EDI	Эдинбург	Эдинбург	gb	55.95,-3.3725	9624631
CMN	им.Мохамеда V	Касабланка	ma	33.3675,-7.59	9628436
HAJ	Ганновер	Ганновер	de	52.460278,9.686111	9600418
BLQ	Гульельмо Маркони	Болонья	it	44.530833,11.296944	9628249
TRN	Турин	Турин	it	45.2025,7.649444	9600475
MAN	Манчестер	Манчестер	gb	53.353611,-2.275	9623604
LYS	им. Сент-Экзюпери	Лион	fr	45.7264,5.09083	9600407
GOT	Ландветтер	Гётеборг	se	57.662778,12.279722	9600451
OSL	Осло	Осло	no	60.193889,11.100278	9600474
BHX	Бирмингем	Бирмингем	gb	52.453611,-1.747778	9628203
STR	Штутгарт	Штутгарт	de	48.702043044,9.15955501354	9625992
DUB	Дублин	Дублин	ie	53.421389,-6.27	9623603
ORY	Орли	Париж	fr	48.723333,2.379444	9600422
STN	Стенстед	Лондон	gb	51.885,0.235	9600410
EIN	Эйндховен	Эйндховен	nl	51.450139,5.374528	9624642
HRG	Хургада	Хургада	eg	27.178333,33.799444	9623785
NZH	Маньчжоули	Маньчжоули	cn	49.565556,117.345	9625944
SSH	Офира	Шарм-эль-Шейх	eg	27.8604827456,34.286349792	9623561
LEJ	Лейпциг-Галле	Лейпциг	de	51.4306581296,12.2392370738	9623718
FNJ	Санан	Пхеньян	kp	39.223611,125.67	9627390
CGK	Сукарно-Хатта	Джакарта	id	-6.125556,106.655833	9625270
AHB	Абха	Абха	sa	18.240278,42.656667	9627995
CCJ	Кожикоде	Кожикоде	in	11.136944,75.955278	9625579
COK	Кочин	Кочин	in	10.151944,76.401944	9625531
TIP	Триполи	Триполи	ly	32.663611,13.158889	9623728
CMB	Бандаранаике	Коломбо	lk	7.180278,79.885278	9628575
DAC	Шах Джалал	Дакка	bd	23.843333,90.397778	9624565
MCT	Маскат	Маскат	om	23.592778,58.281667	9632170
LHE	Лахор	Лахор	pk	31.521667,74.403611	9623733
ADD	Боле	Аддис-Абеба	et	8.977778,38.799444	9632533
CZL	Айн-Эль-Бэй	Константин	dz	36.276111,6.620278	9632113
MRA	Мизерата	Мизерата	ly	32.333333,15.066667	9624289
URY	Герайат	Герайат	sa	31.411944,37.279444	9628657
JNB	Тамбо	Йоханнесбург	za	-26.139167,28.246111	9631094
EAM	Наджран	Нейран	sa	17.611389,44.419167	9626902
GIZ	Джизан	Джизан	sa	16.901111,42.585833	9625279
BAH	Бахрейн	Манама	bh	26.2678025836,50.6342159025	9634356
SHW	Шарура	Шарура	sa	17.466944,47.121389	9629267
TUU	Табук	Табук	sa	28.365556,36.618889	9626047
HAS	Хаиль	Хэйл	sa	27.438056,41.686389	9625032
EJH	Эль-Ваджх	Веджх	sa	26.198611,36.476389	9629560
YNB	Янбу	Янбу	sa	24.144167,38.063333	9631706
HBE	Бург-Эль-Араб	Александрия	eg	30.917778,29.696389	9631878
LKO	Лакнау	Лакнау	in	26.760556,80.889444	9631329
ATZ	Асьют	Ассиут	eg	27.046389,31.011944	9629621
BHH	Калъат-Биша	Биша	sa	19.984444,42.620833	9628204
IAD	Даллес	Вашингтон	us	38.944444,-77.455833	9600448
ELQ	Гассим	Бурайда	sa	26.302778,43.773889	9630909
LXR	Луксор	Луксор	eg	25.671111,32.706667	9623786
RAE	Арар	Арар	sa	30.906667,41.138333	9626653
AWZ	Ахваз	Ахваз	ir	31.3375,48.760278	9631865
YYZ	Пирсон	Торонто	ca	43.677222,-79.630556	9600460
AJF	Эль-Джауф	Джуф	sa	29.785,40.1	9631099
MAA	Ченнай	Ченнай	in	12.994444,80.180556	9629824
ABT	Эль-Акик	Аль-Баха	sa	20.296111,41.634167	9628049
TAI	Таиз	Таиз	ye	13.685833,44.139167	9632388
ORN	Эс Сениа		dz	35.623858,-0.621183	9630132
NDJ	Нджамена	Нджамена	td	12.133611,15.033889	9630058
ASM	Асмэра	Асмэра	er	15.291944,38.910556	9626695
BLR	Индустан	Бангалор	in	12.95,77.668333	9631802
HMB	Сохаг	Сохаг	eg	26.3427777778,31.7427777778	9654562
WAE	Вади-Эд-Давасир	Вади-Эд-Давасир	sa	20.504167,45.199444	9626414
